0,DefendEnd
0.01999999,DefendEnd
0.03999998,DefendEnd
0.05999998,DefendEnd
0.07999997,DefendEnd
0.09999996,DefendEnd
0.12,DefendEnd
0.14,DefendEnd
0.1599999,DefendEnd
0.1799999,DefendEnd
0.2999999,DefendEnd
0.3199999,DefendEnd
0.3399999,DefendEnd
0.3599999,DefendEnd
0.3799999,DefendEnd
0.7999997,DefendEnd
0.8199997,DefendEnd
0.8399997,DefendEnd
0.8599997,DefendEnd
0.8799997,DefendEnd
1.1,DefendEnd
1.12,DefendEnd
1.14,DefendEnd
1.16,DefendEnd
1.18,DefendEnd
1.799999,DefendEnd
1.819999,DefendEnd
1.839999,DefendEnd
1.859999,DefendEnd
1.879999,DefendEnd
1.999999,DefendEnd
2.019999,DefendEnd
2.039999,DefendEnd
2.059999,DefendEnd
2.079999,DefendEnd
2.799999,DefendEnd
2.819999,DefendEnd
2.839999,DefendEnd
2.859999,DefendEnd
2.879999,DefendEnd
3.699999,DefendEnd
3.719999,DefendEnd
3.739999,DefendEnd
3.759999,DefendEnd
3.779999,DefendEnd
3.899999,DefendEnd
3.919999,DefendEnd
3.939999,DefendEnd
3.959999,DefendEnd
3.979999,DefendEnd
4.599998,DefendEnd
4.619998,DefendEnd
4.639998,DefendEnd
4.659998,DefendEnd
4.679998,DefendEnd
4.699998,DefendEnd
4.719998,DefendEnd
4.739998,DefendEnd
4.759998,DefendEnd
4.779998,DefendEnd
5.099998,DefendEnd
5.119998,DefendEnd
5.139998,DefendEnd
5.159998,DefendEnd
5.179998,DefendEnd
5.199998,DefendEnd
5.219998,DefendEnd
5.239998,DefendEnd
5.259998,DefendEnd
5.279998,DefendEnd
5.299998,DefendEnd
5.319998,DefendEnd
5.339998,DefendEnd
5.359998,DefendEnd
5.379998,DefendEnd
5.799998,DefendEnd
5.819998,DefendEnd
5.839998,DefendEnd
5.859998,DefendEnd
5.879998,DefendEnd
7.099998,DefendEnd
7.119998,DefendEnd
7.139997,DefendEnd
7.159997,DefendEnd
7.179997,DefendEnd
10.3,DefendEnd
10.32,DefendEnd
10.34,DefendEnd
10.36,DefendEnd
10.38,DefendEnd
10.7,DefendEnd
10.72,DefendEnd
10.74,DefendEnd
10.76,DefendEnd
10.78,DefendEnd
10.8,DefendEnd
10.82,DefendEnd
10.84,DefendEnd
10.86,DefendEnd
10.88,DefendEnd
10.9,DefendEnd
10.92,DefendEnd
10.94,DefendEnd
10.96,DefendEnd
10.98,DefendEnd
11,DefendEnd
11.02,DefendEnd
11.04,DefendEnd
11.06,DefendEnd
11.08,DefendEnd
11.3,DefendEnd
11.32,DefendEnd
11.34,DefendEnd
11.36,DefendEnd
11.38,DefendEnd
12,DefendEnd
12.02,DefendEnd
12.04,DefendEnd
12.06,DefendEnd
12.08,DefendEnd
12.3,DefendEnd
12.32,DefendEnd
12.34,DefendEnd
12.36,DefendEnd
12.38,DefendEnd
12.4,DefendEnd
12.42,DefendEnd
12.44,DefendEnd
12.46,DefendEnd
12.48,DefendEnd
12.5,DefendEnd
12.52,DefendEnd
12.54,DefendEnd
12.56,DefendEnd
12.58,DefendEnd
12.6,DefendEnd
12.62,DefendEnd
12.64,DefendEnd
12.66,DefendEnd
12.68,DefendEnd
13.1,DefendEnd
13.12,DefendEnd
13.14,DefendEnd
13.16,DefendEnd
13.18,DefendEnd
13.6,DefendEnd
13.62,DefendEnd
13.64,DefendEnd
13.66,DefendEnd
13.68,DefendEnd
14.39999,DefendEnd
14.42,DefendEnd
14.43999,DefendEnd
14.46,DefendEnd
14.47999,DefendEnd
15.39999,DefendEnd
15.41999,DefendEnd
15.43999,DefendEnd
15.45999,DefendEnd
15.47999,DefendEnd
15.69999,DefendEnd
15.71999,DefendEnd
15.73999,DefendEnd
15.75999,DefendEnd
15.77999,DefendEnd
15.79999,DefendEnd
15.81999,DefendEnd
15.83999,DefendEnd
15.85999,DefendEnd
15.87999,DefendEnd
16.39999,DefendEnd
16.41999,DefendEnd
16.43999,DefendEnd
16.45999,DefendEnd
16.47999,DefendEnd
16.69999,DefendEnd
16.71999,DefendEnd
16.73999,DefendEnd
16.75999,DefendEnd
16.77999,DefendEnd
17.19999,DefendEnd
17.21999,DefendEnd
17.23999,DefendEnd
17.25999,DefendEnd
17.27999,DefendEnd
17.29999,DefendEnd
17.31999,DefendEnd
17.33999,DefendEnd
17.35999,DefendEnd
17.37999,DefendEnd
17.59999,DefendEnd
17.61999,DefendEnd
17.63999,DefendEnd
17.65999,DefendEnd
17.67999,DefendEnd
18.09999,DefendEnd
18.11999,DefendEnd
18.13999,DefendEnd
18.15999,DefendEnd
18.17999,DefendEnd
18.19999,DefendEnd
18.21999,DefendEnd
18.23999,DefendEnd
18.25999,DefendEnd
18.27999,DefendEnd
18.39999,DefendEnd
18.41999,DefendEnd
18.43999,DefendEnd
18.45999,DefendEnd
18.47999,DefendEnd
18.49999,DefendEnd
18.51999,DefendEnd
18.53999,DefendEnd
18.55999,DefendEnd
18.57999,DefendEnd
18.79999,DefendEnd
18.81999,DefendEnd
18.83999,DefendEnd
18.85999,DefendEnd
18.87999,DefendEnd
19.89999,DefendEnd
19.91999,DefendEnd
19.93999,DefendEnd
19.95999,DefendEnd
