0,False
0.01999999,False
0.03999998,False
0.05999998,False
0.07999997,False
0.1999999,False
0.2199999,False
0.2399999,False
0.2599999,False
0.2799999,False
0.4999998,False
0.5199998,False
0.5399998,False
0.5599998,False
0.5799998,False
1.3,False
1.32,False
1.34,False
1.36,False
0,False
0.01999999,False
0.03999998,False
0.05999998,False
0.07999997,False
0.2999999,False
0.2999999,False
0.3199999,False
0.3199999,False
0.3399999,False
0.3399999,False
0.3599999,False
0.3599999,False
0.3799999,False
0.3799999,False
0.3999999,False
0.4199998,False
0.4399998,False
0.4599998,False
0.4799998,False
0.4999998,False
0.5199998,False
0.5399998,False
0.5599998,False
0.5799998,False
0.7999997,False
0.8199997,False
0.8399997,False
0.8599997,False
0.8799997,False
0.8999997,False
0.9199997,False
0.9399996,False
0.9599997,False
0.9799997,False
1.999999,False
2.019999,False
2.039999,False
2.059999,False
2.079999,False
3.499999,False
3.519999,False
3.539999,False
3.559999,False
3.579999,False
3.899999,False
3.919999,False
3.939999,False
3.959999,False
3.979999,False
4.699998,False
4.719998,False
4.739998,False
4.759998,False
4.779998,False
4.899998,False
4.919998,False
4.939998,False
4.959998,False
4.979998,False
5.099998,False
5.119998,False
5.139998,False
5.159998,False
5.179998,False
5.399998,False
5.419998,False
5.439998,False
5.459998,False
5.479998,False
6.299998,False
6.319998,False
6.339998,False
6.359998,False
6.379998,False
6.399998,False
6.399998,False
6.419998,False
6.419998,False
6.439998,False
6.439998,False
6.459998,False
6.459998,False
6.479998,False
6.479998,False
7.299997,False
7.319997,False
7.339997,False
7.359997,False
7.379997,False
7.899997,False
7.919997,False
7.939997,False
7.959997,False
7.979997,False
8.199997,False
8.219997,False
8.239997,False
8.259997,False
8.279997,False
8.999997,False
9.019997,False
9.039997,False
9.059997,False
9.079997,False
9.399997,False
9.419996,False
9.439997,False
9.459996,False
9.479997,False
9.999996,False
10.02,False
10.04,False
10.06,False
10.08,False
10.2,False
10.22,False
10.24,False
10.26,False
10.28,False
10.3,False
10.32,False
10.34,False
10.36,False
10.38,False
10.4,False
10.42,False
10.44,False
10.46,False
10.48,False
10.9,False
10.92,False
10.94,False
10.96,False
10.98,False
11.1,False
11.12,False
11.14,False
11.16,False
11.18,False
11.3,False
11.32,False
11.34,False
11.36,False
11.38,False
11.5,False
11.52,False
11.54,False
11.56,False
11.58,False
11.8,False
11.82,False
11.84,False
11.86,False
11.88,False
12,False
12.02,False
12.04,False
12.06,False
12.08,False
12.4,False
12.42,False
12.44,False
12.46,False
12.48,False
12.7,False
12.72,False
12.74,False
12.76,False
12.78,False
13.3,False
13.31999,False
13.34,False
13.35999,False
13.38,False
14.09999,False
14.12,False
14.13999,False
14.16,False
14.17999,False
14.39999,False
14.42,False
14.43999,False
14.46,False
14.47999,False
14.7,False
14.71999,False
14.74,False
14.75999,False
14.77999,False
15.2,False
15.21999,False
15.24,False
15.25999,False
15.27999,False
16.29999,False
16.31999,False
16.33999,False
16.35999,False
16.37999,False
16.99999,False
17.01999,False
17.03999,False
17.05999,False
17.07999,False
17.49999,False
17.51999,False
17.53999,False
17.55999,False
17.57999,False
18.09999,False
18.11999,False
18.13999,False
18.15999,False
18.17999,False
18.29999,False
18.31999,False
18.33999,False
18.35999,False
18.37999,False
18.89999,False
18.91999,False
18.93999,False
18.95999,False
18.97999,False
19.69999,False
19.71999,False
19.73999,False
19.75999,False
19.77999,False
20.29999,False
20.31999,False
20.33999,False
20.35999,False
20.37999,False
20.69999,False
20.71999,False
20.73999,False
20.75999,False
20.77999,False
21.29999,False
21.31999,False
21.33999,False
21.35999,False
21.37999,False
22.09999,False
22.11999,False
22.13999,False
22.15999,False
22.17999,False
22.39999,False
