10.98,Defend,10
11.2,Defend,10
13.34,Agent,10
13.46,Defend,10
14.58,Agent,10
14.59999,Defend,10
20.93999,Defend,10
24.45999,Agent,10
24.53999,Defend,10
26.61999,Agent,10
