1.639999,Agent,90
1.699999,Defend,90
7.199997,Defend,80
7.239997,Agent,80
63.41998,Agent,70
63.51998,Defend,70
67.49998,Agent,60
106.42,Defend,60
106.72,Defend,50
114.66,Agent,50
114.72,Defend,40
